Date,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
07-03-2021,Odisha,-,-,334990,1917,337674
07-03-2021,Puducherry,-,-,39000,670,39843
07-03-2021,Punjab,-,-,174274,5910,187348
07-03-2021,Rajasthan,-,-,316864,2789,321356
07-03-2021,Sikkim,-,-,5988,135,6167
07-03-2021,Tamil Nadu,-,-,838085,12517,854554
07-03-2021,Telengana,-,-,296373,1641,299900
07-03-2021,Tripura,-,-,33003,391,33424
07-03-2021,Uttarakhand,-,-,95073,1694,97363
07-03-2021,Uttar Pradesh,-,-,593704,8729,604164
07-03-2021,West Bengal,-,-,562945,10277,576435
06-03-2021,Andhra Pradesh,-,-,882369,7172,890441
06-03-2021,Andaman and Nicobar Islands,-,-,4954,62,5024
06-03-2021,Arunachal Pradesh,-,-,16780,56,16839
06-03-2021,Assam,-,-,214914,1093,217642
06-03-2021,Bihar,-,-,260821,1544,262706
06-03-2021,Chandigarh,-,-,21174,355,22116
06-03-2021,Chhattisgarh,-,-,307138,3854,313808
06-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3408
06-03-2021,Delhi,-,-,627797,10918,640494
06-03-2021,Goa,-,-,53817,799,55291
06-03-2021,Gujarat,-,-,264969,4413,272240
06-03-2021,Haryana,-,-,267116,3053,271892
06-03-2021,Himachal Pradesh,-,-,57428,997,59014
06-03-2021,Jammu and Kashmir,-,-,124002,1960,126853
06-03-2021,Jharkhand,-,-,118601,1091,120173
06-03-2021,Karnataka,-,-,935066,12354,953813
06-03-2021,Kerala,-,-,1024309,4271,1072436
06-03-2021,Lakshadweep,-,-,311,1,468
06-03-2021,Ladakh,-,-,9654,130,9826
06-03-2021,Madhya Pradesh,-,-,256424,3866,263747
06-03-2021,Maharashtra,-,-,2055951,52393,2198399
06-03-2021,Manipur,-,-,28880,373,29286
06-03-2021,Meghalaya,-,-,13806,148,13968
06-03-2021,Mizoram,-,-,4404,10,4428
06-03-2021,Nagaland,-,-,12104,91,12210
06-03-2021,Odisha,-,-,334902,1917,337620
06-03-2021,Puducherry,-,-,38979,669,39824
06-03-2021,Punjab,-,-,173630,5898,186189
06-03-2021,Rajasthan,-,-,316750,2789,321123
06-03-2021,Sikkim,-,-,5987,135,6157
06-03-2021,Tamil Nadu,-,-,837525,12513,853992
06-03-2021,Telengana,-,-,296166,1640,299742
06-03-2021,Tripura,-,-,33002,391,33424
06-03-2021,Uttarakhand,-,-,95035,1694,97285
06-03-2021,Uttar Pradesh,-,-,593288,8729,604034
06-03-2021,West Bengal,-,-,562675,10275,576176
05-03-2021,Andhra Pradesh,-,-,882275,7171,890317
05-03-2021,Andaman and Nicobar Islands,-,-,4953,62,5024
05-03-2021,Arunachal Pradesh,-,-,16780,56,16838
05-03-2021,Assam,-,-,214894,1093,217613
05-03-2021,Bihar,-,-,260777,1543,262668
05-03-2021,Chandigarh,-,-,21140,355,22040
05-03-2021,Chhattisgarh,-,-,306693,3851,313534
05-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3408
05-03-2021,Delhi,-,-,627566,10915,640182
05-03-2021,Goa,-,-,53775,798,55212
05-03-2021,Gujarat,-,-,264564,4412,271725
05-03-2021,Haryana,-,-,266992,3052,271659
05-03-2021,Himachal Pradesh,-,-,57406,996,58942
05-03-2021,Jammu and Kashmir,-,-,123930,1959,126772
05-03-2021,Jharkhand,-,-,118552,1091,120129
05-03-2021,Karnataka,-,-,934639,12350,953136
05-03-2021,Kerala,-,-,1020671,4255,1069660
05-03-2021,Lakshadweep,-,-,309,1,425
05-03-2021,Ladakh,-,-,9651,130,9824
05-03-2021,Madhya Pradesh,-,-,256116,3866,263290
05-03-2021,Maharashtra,-,-,2049484,52340,2188183
05-03-2021,Manipur,-,-,28878,373,29283
05-03-2021,Meghalaya,-,-,13805,148,13966
05-03-2021,Mizoram,-,-,4400,10,4428
05-03-2021,Nagaland,-,-,12104,91,12210
05-03-2021,Odisha,-,-,334838,1917,337529
05-03-2021,Puducherry,-,-,38959,669,39794
05-03-2021,Punjab,-,-,173230,5887,185381
05-03-2021,Rajasthan,-,-,316631,2788,320928
05-03-2021,Sikkim,-,-,5987,135,6154
05-03-2021,Tamil Nadu,-,-,836963,12508,853449
05-03-2021,Telengana,-,-,295970,1639,299572
05-03-2021,Tripura,-,-,33001,391,33424
05-03-2021,Uttarakhand,-,-,95000,1692,97234
05-03-2021,Uttar Pradesh,-,-,593149,8729,603907
05-03-2021,West Bengal,-,-,562412,10273,575921
04-03-2021,Andhra Pradesh,-,-,882219,7170,890215
04-03-2021,Andaman and Nicobar Islands,-,-,4952,62,5022
04-03-2021,Arunachal Pradesh,-,-,16780,56,16838
04-03-2021,Assam,-,-,214879,1093,217593
04-03-2021,Bihar,-,-,260737,1542,262628
04-03-2021,Chandigarh,-,-,21104,355,21962
04-03-2021,Chhattisgarh,-,-,306490,3848,313299
04-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3408
04-03-2021,Delhi,-,-,627423,10914,639921
04-03-2021,Goa,-,-,53737,796,55143
04-03-2021,Gujarat,-,-,264195,4412,271245
04-03-2021,Haryana,-,-,266843,3052,271365
04-03-2021,Himachal Pradesh,-,-,57386,996,58877
04-03-2021,Jammu and Kashmir,-,-,123860,1958,126693
04-03-2021,Jharkhand,-,-,118505,1090,120068
04-03-2021,Karnataka,-,-,934143,12346,952565
04-03-2021,Kerala,-,-,1016515,4241,1067044
04-03-2021,Lakshadweep,-,-,285,1,414
04-03-2021,Ladakh,-,-,9649,130,9821
04-03-2021,Madhya Pradesh,-,-,255888,3865,262850
04-03-2021,Maharashtra,-,-,2043349,52280,2179185
04-03-2021,Manipur,-,-,28878,373,29283
04-03-2021,Meghalaya,-,-,13804,148,13966
04-03-2021,Mizoram,-,-,4398,10,4427
04-03-2021,Nagaland,-,-,12102,91,12205
04-03-2021,Odisha,-,-,334767,1917,337448
04-03-2021,Puducherry,-,-,38940,669,39777
04-03-2021,Punjab,-,-,172845,5872,184310
04-03-2021,Rajasthan,-,-,316515,2787,320772
04-03-2021,Sikkim,-,-,5986,135,6150
04-03-2021,Tamil Nadu,-,-,836473,12504,852967
04-03-2021,Telengana,-,-,295821,1637,299406
04-03-2021,Tripura,-,-,32998,391,33422
04-03-2021,Uttarakhand,-,-,94979,1692,97134
04-03-2021,Uttar Pradesh,-,-,593035,8728,603788
04-03-2021,West Bengal,-,-,562195,10272,575712
03-03-2021,Andhra Pradesh,-,-,882137,7169,890080
03-03-2021,Andaman and Nicobar Islands,-,-,4952,62,5020
03-03-2021,Arunachal Pradesh,-,-,16780,56,16838
03-03-2021,Assam,-,-,214860,1093,217585
03-03-2021,Bihar,-,-,260687,1541,262597
03-03-2021,Chandigarh,-,-,21080,354,21906
03-03-2021,Chhattisgarh,-,-,306352,3844,313032
03-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3408
03-03-2021,Delhi,-,-,627227,10911,628770
03-03-2021,Goa,-,-,53695,796,55073
03-03-2021,Gujarat,-,-,263837,4411,270770
03-03-2021,Haryana,-,-,266725,3052,271125
03-03-2021,Himachal Pradesh,-,-,57367,996,58800
03-03-2021,Jammu and Kashmir,-,-,123811,1958,126589
03-03-2021,Jharkhand,-,-,118449,1090,120037
03-03-2021,Karnataka,-,-,933730,12343,952037
03-03-2021,Kerala,-,-,1012484,4226,1064279
03-03-2021,Lakshadweep,-,-,269,1,407
03-03-2021,Ladakh,-,-,9645,130,9819
03-03-2021,Madhya Pradesh,-,-,255595,3865,262433
03-03-2021,Maharashtra,-,-,2036790,52238,2169330
03-03-2021,Manipur,-,-,28876,373,29282
03-03-2021,Meghalaya,-,-,13803,148,13966
03-03-2021,Mizoram,-,-,4397,10,4427
03-03-2021,Nagaland,-,-,12102,91,12200
03-03-2021,Odisha,-,-,334703,1917,337351
03-03-2021,Puducherry,-,-,38920,669,39763
03-03-2021,Punjab,-,-,172480,5860,183538
03-03-2021,Rajasthan,-,-,316430,2787,320557
03-03-2021,Sikkim,-,-,5975,135,6147
03-03-2021,Tamil Nadu,-,-,835979,12502,852478
03-03-2021,Telengana,-,-,295707,1635,299254
03-03-2021,Tripura,-,-,32989,391,33420
03-03-2021,Uttarakhand,-,-,94946,1692,97089
03-03-2021,Uttar Pradesh,-,-,592901,8728,603711
03-03-2021,West Bengal,-,-,561964,10270,575487
02-03-2021,Andhra Pradesh,-,-,882080,7169,889974
02-03-2021,Andaman and Nicobar Islands,-,-,4952,62,5020
02-03-2021,Arunachal Pradesh,-,-,16780,56,16837
02-03-2021,Assam,-,-,214846,1093,217570
02-03-2021,Bihar,-,-,260645,1541,262556
02-03-2021,Chandigarh,-,-,21056,353,21839
02-03-2021,Chhattisgarh,-,-,306094,3842,312816
02-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3406
02-03-2021,Delhi,-,-,627149,10911,639464
02-03-2021,Goa,-,-,53647,796,55026
02-03-2021,Gujarat,-,-,263475,4410,270316
02-03-2021,Haryana,-,-,266612,3050,270950
02-03-2021,Himachal Pradesh,-,-,57347,996,58777
02-03-2021,Jammu and Kashmir,-,-,123717,1958,126504
02-03-2021,Jharkhand,-,-,118411,1090,119986
02-03-2021,Karnataka,-,-,933421,12336,951600
02-03-2021,Kerala,-,-,1008972,4210,1061341
02-03-2021,Lakshadweep,-,-,268,1,397
02-03-2021,Ladakh,-,-,9643,130,9819
02-03-2021,Madhya Pradesh,-,-,255336,3865,262102
02-03-2021,Maharashtra,-,-,2030458,52184,2161467
02-03-2021,Manipur,-,-,28871,373,29274
02-03-2021,Meghalaya,-,-,13798,148,13963
02-03-2021,Mizoram,-,-,4396,10,4426
02-03-2021,Nagaland,-,-,12102,91,12200
02-03-2021,Odisha,-,-,334647,1916,337277
02-03-2021,Puducherry,-,-,38888,669,39734
02-03-2021,Punjab,-,-,172106,5850,182809
02-03-2021,Rajasthan,-,-,316364,2787,320455
02-03-2021,Sikkim,-,-,5965,135,6145
02-03-2021,Tamil Nadu,-,-,835506,12501,852016
02-03-2021,Telengana,-,-,295544,1635,299086
02-03-2021,Tripura,-,-,32987,391,33420
02-03-2021,Uttarakhand,-,-,94880,1692,97031
02-03-2021,Uttar Pradesh,-,-,592803,8727,603608
02-03-2021,West Bengal,-,-,561755,10268,575316
01-03-2021,Andhra Pradesh,-,-,882029,7169,889916
01-03-2021,Andaman and Nicobar Islands,-,-,4952,62,5020
01-03-2021,Arunachal Pradesh,-,-,16780,56,16836
01-03-2021,Assam,-,-,214830,1092,216445
01-03-2021,Bihar,-,-,260594,1541,262534
01-03-2021,Chandigarh,-,-,21037,352,21770
01-03-2021,Chhattisgarh,-,-,305951,3835,312560
01-03-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3406
01-03-2021,Delhi,-,-,627044,10910,639289
01-03-2021,Goa,-,-,53585,795,54986
01-03-2021,Gujarat,-,-,263116,4410,269889
01-03-2021,Haryana,-,-,266461,3048,270784
01-03-2021,Himachal Pradesh,-,-,57332,995,58645
01-03-2021,Jammu and Kashmir,-,-,123661,1957,126441
01-03-2021,Jharkhand,-,-,118365,1090,119949
01-03-2021,Karnataka,-,-,933097,12331,951251
01-03-2021,Kerala,-,-,1005497,4197,1059403
01-03-2021,Lakshadweep,-,-,261,1,382
01-03-2021,Ladakh,-,-,9635,130,9818
01-03-2021,Madhya Pradesh,-,-,255117,3864,261766
01-03-2021,Maharashtra,-,-,2024704,52154,2155070
01-03-2021,Manipur,-,-,28867,373,29273
01-03-2021,Meghalaya,-,-,13797,148,13962
01-03-2021,Mizoram,-,-,4393,10,4423
01-03-2021,Nagaland,-,-,12102,91,12200
01-03-2021,Odisha,-,-,334571,1916,337191
01-03-2021,Puducherry,-,-,38872,668,39725
01-03-2021,Punjab,-,-,171712,5832,182176
01-03-2021,Rajasthan,-,-,316241,2787,320336
01-03-2021,Sikkim,-,-,5964,135,6145
01-03-2021,Tamil Nadu,-,-,835024,12496,851542
01-03-2021,Telengana,-,-,295387,1634,298923
01-03-2021,Tripura,-,-,32987,391,33417
01-03-2021,Uttarakhand,-,-,94850,1692,97031
01-03-2021,Uttar Pradesh,-,-,592699,8725,603527
01-03-2021,West Bengal,-,-,561543,10268,575118
28-02-2021,Andhra Pradesh,-,-,881963,7169,889799
28-02-2021,Andaman and Nicobar Islands,-,-,4952,62,5018
28-02-2021,Arunachal Pradesh,-,-,16777,56,16836
28-02-2021,Assam,-,-,214815,1092,217527
28-02-2021,Bihar,-,-,260564,1541,262509
28-02-2021,Chandigarh,-,-,21011,351,21719
28-02-2021,Chhattisgarh,-,-,305819,3833,312419
28-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3406
28-02-2021,Delhi,-,-,626876,10909,639092
28-02-2021,Goa,-,-,53540,794,54932
28-02-2021,Gujarat,-,-,262815,4409,269482
28-02-2021,Haryana,-,-,266358,3047,270610
28-02-2021,Himachal Pradesh,-,-,57311,995,58598
28-02-2021,Jammu and Kashmir,-,-,123599,1956,126383
28-02-2021,Jharkhand,-,-,118325,1088,119905
28-02-2021,Karnataka,-,-,932747,12326,950730
28-02-2021,Kerala,-,-,1001164,4182,1056149
28-02-2021,Lakshadweep,-,-,260,1,359
28-02-2021,Ladakh,-,-,9634,130,9818
28-02-2021,Madhya Pradesh,-,-,254874,3863,261403
28-02-2021,Maharashtra,-,-,2020951,52092,2146777
28-02-2021,Manipur,-,-,28854,373,29271
28-02-2021,Meghalaya,-,-,13796,148,13961
28-02-2021,Mizoram,-,-,4388,10,4423
28-02-2021,Nagaland,-,-,12098,91,12199
28-02-2021,Odisha,-,-,334519,1915,337104
28-02-2021,Puducherry,-,-,38852,668,39717
28-02-2021,Punjab,-,-,171336,5825,181597
28-02-2021,Rajasthan,-,-,316139,2787,320180
28-02-2021,Sikkim,-,-,5958,135,6137
28-02-2021,Tamil Nadu,-,-,834534,12493,851063
28-02-2021,Telengana,-,-,295222,1634,298807
28-02-2021,Tripura,-,-,32985,391,33417
28-02-2021,Uttarakhand,-,-,94850,1692,97031
28-02-2021,Uttar Pradesh,-,-,592556,8725,603427
28-02-2021,West Bengal,-,-,561327,10266,574926
27-02-2021,Andhra Pradesh,-,-,881877,7169,889681
27-02-2021,Andaman and Nicobar Islands,-,-,4952,62,5017
27-02-2021,Arunachal Pradesh,-,-,16777,56,16836
27-02-2021,Assam,-,-,214792,1092,217518
27-02-2021,Bihar,-,-,260493,1540,262464
27-02-2021,Chandigarh,-,-,20986,351,21659
27-02-2021,Chhattisgarh,-,-,305524,3828,312179
27-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3400,2,3406
27-02-2021,Delhi,-,-,626712,10906,638849
27-02-2021,Goa,-,-,53490,794,54871
27-02-2021,Gujarat,-,-,262487,4408,269031
27-02-2021,Haryana,-,-,266264,3044,270411
27-02-2021,Himachal Pradesh,-,-,57287,995,58543
27-02-2021,Jammu and Kashmir,-,-,123527,1956,126286
27-02-2021,Jharkhand,-,-,118284,1087,119863
27-02-2021,Karnataka,-,-,932367,12320,950207
27-02-2021,Kerala,-,-,996514,4164,1052357
27-02-2021,Lakshadweep,-,-,252,1,333
27-02-2021,Ladakh,-,-,9632,130,9816
27-02-2021,Madhya Pradesh,-,-,254633,3862,261013
27-02-2021,Maharashtra,-,-,2017303,52041,2138154
27-02-2021,Manipur,-,-,28850,373,29260
27-02-2021,Meghalaya,-,-,13794,148,13961
27-02-2021,Mizoram,-,-,4386,10,4422
27-02-2021,Nagaland,-,-,12098,91,12198
27-02-2021,Odisha,-,-,334463,1915,337018
27-02-2021,Puducherry,-,-,38836,667,39697
27-02-2021,Punjab,-,-,170968,5814,181004
27-02-2021,Rajasthan,-,-,316061,2786,320078
27-02-2021,Sikkim,-,-,5955,135,6135
27-02-2021,Tamil Nadu,-,-,834043,12488,850577
27-02-2021,Telengana,-,-,295059,1633,298631
27-02-2021,Tripura,-,-,32984,391,33407
27-02-2021,Uttarakhand,-,-,94850,1691,97031
27-02-2021,Uttar Pradesh,-,-,592441,8725,603350
27-02-2021,West Bengal,-,-,561110,10263,574716
26-02-2021,Andhra Pradesh,-,-,881806,7168,889585
26-02-2021,Andaman and Nicobar Islands,-,-,4952,62,5016
26-02-2021,Arunachal Pradesh,-,-,16777,56,16836
26-02-2021,Assam,-,-,214770,1091,217484
26-02-2021,Bihar,-,-,260401,1539,262418
26-02-2021,Chandigarh,-,-,20960,351,21590
26-02-2021,Chhattisgarh,-,-,305214,3821,311900
26-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3398,2,3405
26-02-2021,Delhi,-,-,626519,10905,638593
26-02-2021,Goa,-,-,53449,791,54771
26-02-2021,Gujarat,-,-,262172,4408,268571
26-02-2021,Haryana,-,-,266166,3043,270263
26-02-2021,Himachal Pradesh,-,-,57260,995,58499
26-02-2021,Jammu and Kashmir,-,-,123426,1955,126201
26-02-2021,Jharkhand,-,-,118241,1087,119795
26-02-2021,Karnataka,-,-,931725,12316,949636
26-02-2021,Kerala,-,-,992372,4150,1048686
26-02-2021,Lakshadweep,-,-,244,1,331
26-02-2021,Ladakh,-,-,9628,130,9814
26-02-2021,Madhya Pradesh,-,-,254387,3859,260681
26-02-2021,Maharashtra,-,-,2012367,51993,2129821
26-02-2021,Manipur,-,-,28840,373,29253
26-02-2021,Meghalaya,-,-,13793,148,13961
26-02-2021,Mizoram,-,-,4382,10,4419
26-02-2021,Nagaland,-,-,12094,91,12198
26-02-2021,Odisha,-,-,334400,1915,336924
26-02-2021,Puducherry,-,-,38814,667,39677
26-02-2021,Punjab,-,-,170713,5799,180382
26-02-2021,Rajasthan,-,-,315936,2785,319929
26-02-2021,Sikkim,-,-,5955,135,6133
26-02-2021,Tamil Nadu,-,-,833560,12483,850096
26-02-2021,Telengana,-,-,294911,1632,298453
26-02-2021,Tripura,-,-,32984,391,33407
26-02-2021,Uttarakhand,-,-,94850,1690,97031
26-02-2021,Uttar Pradesh,-,-,592327,8723,603232
26-02-2021,West Bengal,-,-,560887,10260,574500
25-02-2021,Andhra Pradesh,-,-,881732,7168,889503
25-02-2021,Andaman and Nicobar Islands,-,-,4950,62,5016
25-02-2021,Arunachal Pradesh,-,-,16776,56,16836
25-02-2021,Assam,-,-,214757,1091,217454
25-02-2021,Bihar,-,-,260310,1538,262357
25-02-2021,Chandigarh,-,-,20940,351,21541
25-02-2021,Chhattisgarh,-,-,304956,3813,311680
25-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3398,2,3404
25-02-2021,Delhi,-,-,626331,10905,638373
25-02-2021,Goa,-,-,53416,789,54700
25-02-2021,Gujarat,-,-,261871,4407,268147
25-02-2021,Haryana,-,-,266099,3043,270097
25-02-2021,Himachal Pradesh,-,-,57233,995,58457
25-02-2021,Jammu and Kashmir,-,-,123367,1955,126093
25-02-2021,Jharkhand,-,-,118201,1087,119719
25-02-2021,Karnataka,-,-,930778,12309,949183
25-02-2021,Kerala,-,-,987720,4136,1045009
25-02-2021,Lakshadweep,-,-,236,0,322
25-02-2021,Ladakh,-,-,9624,130,9807
25-02-2021,Madhya Pradesh,-,-,254186,3857,260313
25-02-2021,Maharashtra,-,-,2008623,51937,2121119
25-02-2021,Manipur,-,-,28836,373,29250
25-02-2021,Meghalaya,-,-,13792,148,13958
25-02-2021,Mizoram,-,-,4380,10,4413
25-02-2021,Nagaland,-,-,12093,91,12192
25-02-2021,Odisha,-,-,334333,1914,336835
25-02-2021,Puducherry,-,-,38801,666,39656
25-02-2021,Punjab,-,-,170435,5786,179819
25-02-2021,Rajasthan,-,-,315812,2785,319801
25-02-2021,Sikkim,-,-,5950,135,6132
25-02-2021,Tamil Nadu,-,-,833089,12478,849629
25-02-2021,Telengana,-,-,294782,1630,298264
25-02-2021,Tripura,-,-,32984,391,33400
25-02-2021,Uttarakhand,-,-,94850,1690,97031
25-02-2021,Uttar Pradesh,-,-,592192,8721,603103
25-02-2021,West Bengal,-,-,560668,10256,574301
24-02-2021,Andhra Pradesh,-,-,881666,7168,889409
24-02-2021,Andaman and Nicobar Islands,-,-,4949,62,5016
24-02-2021,Arunachal Pradesh,-,-,16776,56,16836
24-02-2021,Assam,-,-,214732,1091,217427
24-02-2021,Bihar,-,-,260218,1537,262303
24-02-2021,Chandigarh,-,-,20923,350,21500
24-02-2021,Chhattisgarh,-,-,304647,3809,311433
24-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3398,2,3402
24-02-2021,Delhi,-,-,626261,10903,638173
24-02-2021,Goa,-,-,53381,788,54648
24-02-2021,Gujarat,-,-,261575,4406,267767
24-02-2021,Haryana,-,-,266017,3042,269967
24-02-2021,Himachal Pradesh,-,-,57210,995,58423
24-02-2021,Jammu and Kashmir,-,-,123298,1955,126019
24-02-2021,Jharkhand,-,-,118154,1086,119687
24-02-2021,Karnataka,-,-,930465,12303,948849
24-02-2021,Kerala,-,-,981835,4119,1040903
24-02-2021,Lakshadweep,-,-,236,0,316
24-02-2021,Ladakh,-,-,9621,130,9796
24-02-2021,Madhya Pradesh,-,-,253963,3855,259969
24-02-2021,Maharashtra,-,-,2005851,51857,2112312
24-02-2021,Manipur,-,-,28834,373,29243
24-02-2021,Meghalaya,-,-,13787,148,13955
24-02-2021,Mizoram,-,-,4379,10,4413
24-02-2021,Nagaland,-,-,12089,91,12192
24-02-2021,Odisha,-,-,334243,1914,336767
24-02-2021,Puducherry,-,-,38784,665,39628
24-02-2021,Punjab,-,-,170187,5779,179261
24-02-2021,Rajasthan,-,-,315722,2785,319702
24-02-2021,Sikkim,-,-,5950,135,6132
24-02-2021,Tamil Nadu,-,-,832620,12472,849166
24-02-2021,Telengana,-,-,294683,1629,310529
24-02-2021,Tripura,-,-,32962,391,33400
24-02-2021,Uttarakhand,-,-,94850,1690,97031
24-02-2021,Uttar Pradesh,-,-,591989,8718,602975
24-02-2021,West Bengal,-,-,560447,10253,574099
23-02-2021,Andhra Pradesh,-,-,881582,7167,889339
23-02-2021,Andaman and Nicobar Islands,-,-,4949,62,5015
23-02-2021,Arunachal Pradesh,-,-,16775,56,16836
23-02-2021,Assam,-,-,214712,1091,217406
23-02-2021,Bihar,-,-,260147,1536,262244
23-02-2021,Chandigarh,-,-,20908,350,21463
23-02-2021,Chhattisgarh,-,-,304355,3806,311159
23-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402
23-02-2021,Delhi,-,-,626086,10901,638028
23-02-2021,Goa,-,-,53340,787,54591
23-02-2021,Gujarat,-,-,261281,4406,267419
23-02-2021,Haryana,-,-,265920,3042,269836
23-02-2021,Himachal Pradesh,-,-,57181,995,58403
23-02-2021,Jammu and Kashmir,-,-,123236,1954,125925
23-02-2021,Jharkhand,-,-,118103,1086,119637
23-02-2021,Karnataka,-,-,930087,12299,948466
23-02-2021,Kerala,-,-,977012,4105,1036869
23-02-2021,Lakshadweep,-,-,215,0,295
23-02-2021,Ladakh,-,-,9620,130,9787
23-02-2021,Madhya Pradesh,-,-,253763,3854,259721
23-02-2021,Maharashtra,-,-,1999982,51806,2106094
23-02-2021,Manipur,-,-,28818,373,29240
23-02-2021,Meghalaya,-,-,13784,148,13954
23-02-2021,Mizoram,-,-,4379,10,4410
23-02-2021,Nagaland,-,-,12089,91,12192
23-02-2021,Odisha,-,-,334166,1914,336705
23-02-2021,Puducherry,-,-,38763,663,39600
23-02-2021,Punjab,-,-,169911,5769,178847
23-02-2021,Rajasthan,-,-,315635,2785,319626
23-02-2021,Sikkim,-,-,5948,135,6132
23-02-2021,Tamil Nadu,-,-,832167,12466,848724
23-02-2021,Telengana,-,-,294537,1627,297861
23-02-2021,Tripura,-,-,32962,391,33398
23-02-2021,Uttarakhand,-,-,94850,1689,97031
23-02-2021,Uttar Pradesh,-,-,591787,8716,602869
23-02-2021,West Bengal,-,-,560219,10251,573910
22-02-2021,Andhra Pradesh,-,-,881511,7167,889298
22-02-2021,Andaman and Nicobar Islands,-,-,4949,62,5014
22-02-2021,Arunachal Pradesh,-,-,16775,56,16836
22-02-2021,Assam,-,-,214694,1091,217392
22-02-2021,Bihar,-,-,260088,1535,262160
22-02-2021,Chandigarh,-,-,20890,349,21425
22-02-2021,Chhattisgarh,-,-,303973,3800,310885
22-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402
22-02-2021,Delhi,-,-,625929,10900,637900
22-02-2021,Goa,-,-,53287,787,54562
22-02-2021,Gujarat,-,-,261009,4405,267104
22-02-2021,Haryana,-,-,265827,3042,269730
22-02-2021,Himachal Pradesh,-,-,57156,995,58385
22-02-2021,Jammu and Kashmir,-,-,123192,1954,125867
22-02-2021,Jharkhand,-,-,118058,1085,119596
22-02-2021,Karnataka,-,-,929800,12294,948149
22-02-2021,Kerala,-,-,971975,4089,1034657
22-02-2021,Lakshadweep,-,-,204,0,280
22-02-2021,Ladakh,-,-,9617,130,9786
22-02-2021,Madhya Pradesh,-,-,253522,3854,259427
22-02-2021,Maharashtra,-,-,1994947,51788,2100884
22-02-2021,Manipur,-,-,28784,373,29237
22-02-2021,Meghalaya,-,-,13782,148,13952
22-02-2021,Mizoram,-,-,4377,10,4409
22-02-2021,Nagaland,-,-,12088,91,12192
22-02-2021,Odisha,-,-,334107,1914,336636
22-02-2021,Puducherry,-,-,38737,663,39592
22-02-2021,Punjab,-,-,169686,5754,178459
22-02-2021,Rajasthan,-,-,315513,2785,319543
22-02-2021,Sikkim,-,-,5945,135,6132
22-02-2021,Tamil Nadu,-,-,831706,12460,848275
22-02-2021,Telengana,-,-,294386,1625,297712
22-02-2021,Tripura,-,-,32962,391,33394
22-02-2021,Uttarakhand,-,-,94850,1687,97031
22-02-2021,Uttar Pradesh,-,-,591700,8715,602785
22-02-2021,West Bengal,-,-,559988,10249,573762
21-02-2021,Andhra Pradesh,-,-,881439,7167,889210
21-02-2021,Andaman and Nicobar Islands,-,-,4949,62,5014
21-02-2021,Arunachal Pradesh,-,-,16775,56,16836
21-02-2021,Assam,-,-,214676,1091,217383
21-02-2021,Bihar,-,-,260030,1534,262066
21-02-2021,Chandigarh,-,-,20879,349,21397
21-02-2021,Chhattisgarh,-,-,303835,3795,310732
21-02-2021,Dadra and Nagar Haveli and Daman and Diu,-,-,3396,2,3402
21-02-2021,Delhi,-,-,625832,10898,637755
21-02-2021,Goa,-,-,53243,787,54523
21-02-2021,Gujarat,-,-,260745,4404,266821
21-02-2021,Haryana,-,-,265751,3042,269609
21-02-2021,Himachal Pradesh,-,-,57120,994,58366
21-02-2021,Jammu and Kashmir,-,-,123129,1954,125783
21-02-2021,Jharkhand,-,-,118022,1084,119565
21-02-2021,Karnataka,-,-,929447,12292,947736
21-02-2021,Kerala,-,-,967630,4074,1030587
21-02-2021,Lakshadweep,-,-,192,0,277
21-02-2021,Ladakh,-,-,9616,130,9786
21-02-2021,Madhya Pradesh,-,-,253284,3850,259128
21-02-2021,Maharashtra,-,-,1992530,51753,2093913
21-02-2021,Manipur,-,-,28776,373,29233
21-02-2021,Meghalaya,-,-,13778,148,13952
21-02-2021,Mizoram,-,-,4377,10,4409
21-02-2021,Nagaland,-,-,12082,91,12191
21-02-2021,Odisha,-,-,334053,1914,336578
21-02-2021,Puducherry,-,-,38719,662,39569
21-02-2021,Punjab,-,-,169480,5748,178111
21-02-2021,Rajasthan,-,-,315376,2785,319461
21-02-2021,Sikkim,-,-,5940,135,6128
21-02-2021,Tamil Nadu,-,-,831246,12457,847823
21-02-2021,Telengana,-,-,294243,1624,297598
21-02-2021,Tripura,-,-,32961,391,33393
21-02-2021,Uttarakhand,-,-,94850,1686,97031
21-02-2021,Uttar Pradesh,-,-,591559,8714,602705
21-02-2021,West Bengal,-,-,559755,10246,573580
